Comments,Immigrant_author,Supports,postedDate
"The rule will help ease the financial burden on the H1B families. The current rules do not permit H4 dependents to work and it feels unjustified when compared to L2 , J2 visa holders who can work. The rule being proposed allows only H4 dependents who have been living here for many years and who plan to settle in this country. It is a valid proposition for those people who intend to make this country as thie home. ",0,0,2014-05-18T00:00:00-04:00
"I quit my job a few months ago to begin working on my own tech startup. My co-founder, one of the most brilliant people I have ever met, is a foreign national on an H1B Visa, meaning he can't work full-time on the startup, thereby setting us back quite a bit. That's a major pain point for me, but the reason I'm writing this is because of the following:

He recently got married after being in a long distance relationship with his spouse for 8 years. However, she's been unable to secure an H1B and now her only option is to set aside all career aspirations, move to the US and stay unemployed for an indefinite amount of time. His only option is to permanently head back home so he can finally be with her - a much better option, and something he's strongly considering.

If that occurs, the US would have lost another one of the many individuals responsible for creating jobs and accelerating economic growth in this country. I'm certain he's going to do great things wherever he goes. It'd be a pity if the US were not part of it.",0,0,2014-07-14T00:00:00-04:00
I strongly agree that dependents on H1 visa holders should be allowed to work. I hope they pass this rule asap.,0,0,2014-05-15T00:00:00-04:00
"This rule should definitely be passed. I am on H4 visa right now, My husband's company has applied for green card which will come almost after 10 years so to get the work authorization ,I have to wait for 10 more years!! 

I have 4 years of Banking experience but it is of no use after coming to US as no one is ready to sponsor me work visa as I don't have any experience in US. People who do not want this rule to pass should first put their selves in our shoes and understand what it means to not have basic human right to work . It is just very easy to say it will increase competition. Yes it will increase competition which is ultimately good for the nation and why to be afraid of competition?

This rule will be boon to so many like me who are highly qualified and not able to work.",0,0,2014-06-01T00:00:00-04:00
"Why not just provide everyone a ""Employment authorization Document"" rather allowing people to enter into US under different visa categories. So everyone plays by the same rule. So will move towards one global country on planet ""EARTH"" and eventually will not have colonies that were formed for collective bargaining power of native people's interest.

May be I'm sarcastic, but be practical what good would it be to US Citizens ??

The immigration laws are in place to control the flow of the people into United States, if H-1B dependent spouses are qualified to take a job under specialty occupation and companies are need of those people, then required visa is sponsored. Now with this policy getting amended there's no need of any more visa programs.

Thanks !

.


",0,0,2014-05-22T00:00:00-04:00
"I am a management consultant advising senior executives at leading high technology companies in the San Francisco Bay Area. However much I love my career and the place I live, I may need to relocate from the US because of the current immigration policies.

I moved to the US in 2001 as a software engineer and I fell in love with the country, its values and the opportunity it gave to anyone who is willing to put in the effort. I decided to expand my horizons and I graduated with honors from the daytime MBA program at the prestigious Duke University. in North Carolina and pursued a career in management consulting after getting my H1B visa.

When I got married, I found out that my well qualified wife (Masters in Accounting, with 6 years of managerial experience in finance industry in Europe and India) is not able to work in the United States without an H1B visa of her own, and that she needed to apply at a certain time, wait for a year before she is able to work. After that rough start, she worked in New York with a finance company that was willing to sponsor her H1B visa while I was working in California where I have my clients. Even though she can work in San Francisco for a finance firm, many companies are unfamiliar or hesitant to sponsor her work visa. Neither could she start a new business or change her career to find work opportunities in the technology industry. She finds herself underutilized and unable to contribute to the family finances or give a boost to the local economy.

We cannot continue to live apart because of antiquated immigration policies and would rather live together productively in a country that allows us to do so.

I hope you will pass this rule to let my wife, and many qualified spouses like her, get an opportunity to pursue their careers and contribute to the economy without many hindrances.",0,0,2014-07-02T00:00:00-04:00
"Please provide EAD to H4 Visa holder not just because there are many who are highly educated and qualified/experienced, but for the sheer reason that they will stop becoming a burden to the family. Times are tough and in this land of opportunity, everyone deserves to earn their bread with their own hands.  This is not an era to jail or lock up dependents of H1 Visa holders at home. Is it a crime to ask the government to pass a law so that the dependent can earn money and pay taxes with their head held high?  It's totally baseless to devoid H4 visa holders from supporting their families financially and pay taxes like all other responsible US residents. ",0,0,2014-07-11T00:00:00-04:00
"My sincere gratitude for proposing this rule. 

Contrary to the argument that the rule will increase unemployment in the country, the proposed rule only gives us - H4 spouses a visa allowing employment. We will go through the same gruelling process of interviews and recruiting. It does not give us a job immediately, only a legal permit to work. 

It will also increase investments by H1B workers in the U.S. - double incomes will fuel the American economy through buying of houses by H1B workers and their spouses due to increased disposable income.

Finally, it will give us an opportunity to make use of the excellent skills what we have acquired over the years of previous work experience to better use.

Thanks,
Shruthi",0,0,2014-07-11T00:00:00-04:00
"More the smart brains better for our economy, H4 dependents should be given a chance to work.
They will anyways live here with family, so why not make use of their skill ? 
No person would survive in a job unless he/she is worthy, and if worthy and not allowed to work it is only USA's loss. 

Most of these folks, in spite of having great careers back in their home country which require very high skills, these people on H4 visa end up not being able to make use of their experience and skill in USA, just because they entered the country after marrying a person on H1 visa. If only they entered the country on their own merit most would prove to be very valuable.

Such a waste of skilled human resources, it is now, it would be wise to allow these folks to work and contribute to the US economy, surely this proposal if approved will help USA.


",0,0,2014-05-15T00:00:00-04:00
"I support this rule.

This is really going to be very important and beneficial rule for H1B visa holder. As I have felt the problem related to this in my house and as well as in similar other households.Where spouses can not work which leads to a lot of frustration and economically hard time at house.

This will be great opportunity for resources already in US at H4 visa status and unable to utilize their skill to 
add value in US economy . This is great step from government to grant EAD to H4 holders.

This rule will actually help in bolstering the economy. This creates more healthy competition and would retain many skilled workers talents to go unused.

This rule if passed would be a great benefit as even today if you look online there are lot of positions unfilled.

Thanks,
Lee Chen",0,0,2014-06-02T00:00:00-04:00
Please pass this rule it will help many of talented h-4 visa holder .,0,0,2014-06-16T00:00:00-04:00
"Dear Officer,
This rule will be a major boon to qualified H4 spouses. This law would benefit those H4 spouses who have good educational qualifications to contribute to the US economy and also support their H1B spouses. Today H4 spouses who are qualified to work are unable to do so due to visa restrictions, forcing them to stay home, losing their self-confidence and self-respect.
With today's processing timelines it takes H1B holders more than 6-15 years to get their EAD/GC, during which these qualified H4 spouses are forced to stay home. Many H1B holders are eventually forced to move back from the US due to such restrictions which have personal and financial impacts on these legal, law-abiding, tax-paying immigrant aliens.",0,0,2014-07-01T00:00:00-04:00
"I am completely in favor of this proposal, for extending the availability of employment authorization to certain H-4 dependent spouses of principal H-1B nonimmigrants. 

This follows the availability of employment authorization to dependent spouses of other aliens, such as L-1A visa holders. 

It is particularly important to allow this employment authorization to spouses of H-1B nonimmigrants whose I-140 applications have been approved, because of the long wait for priority dates to become current in case of certain countries. ",0,0,2014-07-03T00:00:00-04:00
"This is a great initiative. I also have a suggestion. 
-----
I would request you to extend this rule for the following case as well, 

Individual is on L1 visa and spouse on L2 visa for 5 years. Both convert to H1B after 5 years. 
L1 visa holder gets H1B for 1 year and spouse gets H1B visa for 3years and another 3 years extension possible. 

However in this case the L1-H1B visa holder has to leave the country or get H4 and sit at home even though the spouse L2-H1B can continue working in US. 

So here we have a highly skilled person who has worked for 6 years in US and contributed to the economy but cannot work and has to either sit at home or leave the country. 

----
Please consider extending this rule of H4 spouse getting work permit in above mentioned case as well, so that L1-H1B individual can get a work permit while being on H4.
",0,0,2014-06-17T00:00:00-04:00
"I strongly support this bill for the following reasons:

1)I have an Bachelor's degree in Information Science and Engineering. 
2) I am a Software Developer having 4 years of experience in a multinational company. Came to USA on H4 one year back from India and am sitting idle in home in spite of being qualified and experienced software engineer.
3) I have a potential to earn 80000$ per year on which I would pay around 40% in taxes and also I would spend most of my salary here creating secondary jobs which is good for overall US economy.

Passing this bill will allow to pursue my and many qualified H4 visa holder's dream and career.",0,0,2014-05-20T00:00:00-04:00
"There are too many arguments to prove H4 visa holders plight in US. Firstly they suffer from identity crisis as they are unable to be independent earner and support family with their skills and talent. Secondly, slowly over period of time, they suffer from risk of losing their skills and also almost destroy their career because of big break in employment/experience. We want to contribute US society and support higher productivity with my specialized knowledge as well as support financially my family and US with paying taxes as a dutiful and responsible immigrant. Request you to consider long pending review of H4 employment restrictions. Thanks !!",0,0,2014-06-03T00:00:00-04:00
"This is a welcome step in improving the environment for some spouses of H1B holders. Ideally work permit should be given to all the spouses of H1B holders similar to spouses of L1 visa holders. So far H4 spouses haven't been able to work despite of their sound skills and working abilities. 
From my own personal experience my H4 spouse is not able to work since last 4 years which has caused tremendous stress in our relationship. First year when my spouse came to US none of the employers were even interested to look at her resume because of lack of work permit. Once she realized she had no chance she started thinking of pursuing Masters in Science in her field so that because of F1-OPT visa she can work here for some time. She prepared for GRE and TOEFL exams and applied to some local universities. Finally she got acceptance from one university which was 300 miles from where I lived. To save her career we both decided to go with long-distance relationship for about 2 years. This was painful period in our lives as living apart was not easy. I must have spent more than $50,000 for her education and other expenses. She completed her Masters last year and she is currently working as a Temp in one of the local company here on F1-OPT visa. Her company is willing to hire her full time but since she doesn't have full work permit, they are not willing to hire her full time yet. Her OPT expires this September. If she doesn't get this job she will be devastated and whatever effort, time and money we have spent will be go down the drain. If this regulation gets passed she will have some hope to stay and work here. Otherwise we will have no other option other than go back to our own country despite contributing so much to US taxes in last 6 years.
",0,0,2014-06-02T00:00:00-04:00
"I strongly support this rule. The H4 Visa is considered a curse for dependents by most people. I would like to state a few among the many reasons for supporting it. 

1>The H1B Visa holders consitute a very important part of America's workforce and it is in the benefit of the country's economic and future interests to support the H1B Visa holders and their spouses on Dependent H4 visas. Many of these spouses are highly qualified and have given up a comfortable work environment to be with their families in the USA. It is not an easy decision for such families to go back after each partner has spent half their respective lives between the US and their home country.

2> It is very frustrating for the spouses under the current restrictions of the H4 visa, wherein they cannot work or study if they wished to. Even participating in their hobbies/interests on a social platform becomes a challenge as the restrictions on a dependent visa are too many. This is very contradictory to the very idea of America.

3> Apart from their fair share of Income Tax, H1B visa holders also contribute to their share of Social Security and Medicare Taxes which they are not entitled to benefit from, unless they become American citizens. An approach towards letting the spouses work would at least help them supplement their income, since they are already deprived of unemployment benefits during bad times.

4> Making major life decisions become a challenge and causes families to return to their home country to start afresh or splits families apart between the two countries. It is the need of the hour to update these archaic laws and I commend DHS for having put forth such a proposal. You have to think about the people who are already contributing to the economy and making a difference, and help provide them with a backup source of employment.

5> Implementation of this rule could help give a jump-start and give the economy the push it needs so badly. There are several instances of people known to me who have been waiting for some kind of positive sign in order to make investments, as major as buying a house or setting up a startup. Although this is no even close to getting a much awaited  green card, it needs to be noted that most of these are people who aim to become American citizens one day. By helping them we are only helping future American citizens and creating a stronger system.

6> A sizeable number of such families have children who are American citizens born in this country, and as such it complicates life decisions at every step. By providing an opportunity for employment, the country will be building a stronger and more experienced workforce, since this will allow these already qualified people to build up their careers and skillset along the way. 

Such a move is therefore highly recommended, in the interest of all the H4 Visa holders and the future of America.",0,0,2014-07-01T00:00:00-04:00
"USCIS should definetely make this rule. I strongly recommend this based on my personal experience.
I have a masters degree from one of the premier institutes in India and worked in a Multi National COmpany in India for 3 years.
I came to US in 2012 on H4 visa and since then, I am sitting idle with out getting chance to work on H1B(I am not able to get picked up in lottery).
I strongly feel with the education back ground I have and the exprience I gained through my work, I can help any organization to achieve their goals, If given oppurtunity.",0,0,2014-07-09T00:00:00-04:00
"The proposed rule ""Employment Authorization for Certain H–4 Dependent Spouses"" is a great step to encourage the inclusion of a highly skilled work force in the US mainstream. The current rules are discriminatory as they allow work authorization for dependents on certain visa categories (e.g. L2 and J2) but do not allow such a provision for dependents on H4 even when their spouses are on the path to permanent residency. 

This change would ensure that the current H1B visa holders feel more stable in their current jobs, and also be able to provide better for their families. 


",0,0,2014-05-20T00:00:00-04:00
"Hats off to USCIS for this initiative. I support this rule.

This will help many Talented H1 & H4 holders to stay back in this country and grow countries economy and power. 

No way this is going to affect the American's job. This rule doesn't guarantee a job to all H4, it just provides the freedom to work. Its up to their talent to get the job. I strongly believe this will bring up healthy competition and also make thousand's 
of family to be together and raise America to a new and great heights.

As a H1 holder, I have my wife joined me 4 years back to USA and she is highly skilled with 8 years of work experience (with Master Degree) but unable to work here. We are in process of moving to Australia but holding it off for this rule. if this is implemented definitely we aren't going any where from US.

Looking forward for this rule.  

Thanks,
James",0,0,2014-05-22T00:00:00-04:00
"Dear DHS,

Please, please do not give blanket EADs without any safeguards whatsoever . These EADs will be misused
by Indians with fake resumes and they will apply for a job in any field, and just not in high labor shortage areas.
This will have a huge impact on the citizens, students and minorities competing for a job. Obama administration is 
supposed to stand for citizens and minorities. Not for a proposal only benefiting foreigners at the cost of citizens and minorities.

Please , include enough safe gurards. The EAD applicant need to go through an LCA similar to H-1b, be an occupation where there is shortage or the unemployment is below a threshold. and are paid the prevailing wages. These safeguards are a must before an EAD is issued to an applicant. The employer needs to ensure that they are not preferring a foreigner over a US citizen, by offering low wages. Please, please limit the EADs only to occupations where there is a shortage, which is what a H-1b is intended for. Also, include an LCA requirement to get an EAD.

Also, there is practically no upper limit. Anyone with an approved I-140 can apply. What is the realistic upper bound? What if congress increases the H-1bs in the future? Some of the proposals include tripling it. Then we are looking at triple the number of EADs. Please include an upper limit. Once the EADs reach the upper limit, no more EADs for that fiscal year. This should be similar to H-1b quota.

Also, why was the requirement that the H-1b needs to have spent 6 years and have an approved I-140 dropped, just for am approved I-140. Who are we helping here? We should only provide EADs to people who have been here for a long time, established a work history and are extending H-1b, and are really close to getting a green card. Not just some new H-1b who got an approved I-140 in a matter of months, especially with premium processing. Please limit the EADs only to people who have been here for a long period of time(> 6 years) and are extending their H-1b based on AC-21. This was how it was proposed 2 years before, and this made sense. This new blanket EADs is dangerous and we are just inviting massive number of people to apply. The AC-21 extension after 6 years must be a criteria in addition to an approved I-140, i repeat both of these should be a requirement. This will put a realistic limit on the number of EADs as well as provide EADs to only people who deserve it and who have been waiting for a long time. Please consider this.

One more addition could be, only people whose priority data is more than certain number of  years(5 years or so), can apply for EADs. This will make sure that people who just barely got their I-140s cannot apply until they waited for a longer period of time.

In summary:
1. The AC-21 extension along with approved I-140 should be the criteria.,
2. Limit the EAD occupation to high shortage areas, not a blanket one, which is a major blow to citizens and minorities.
3. Employer should file an LCA and make sure the prevailing wages are paid, before an EAD is issued.

Thanks
Genaro Martinez
(A minority who understands how the foreigner affect the local employment. I've suffered it myself, and this is only goinf to make it worse). ",0,0,2014-06-27T00:00:00-04:00
"I support this regulation! If passed, this would give the educated/skilled H4's to resume their careers. 
 
I would like to take this opportunity and mention my wife's struggle being on H4, as an example:
----- My wife has a Masters in Computers Science and worked for a multinational consulting/auditing company in India and has 8 years of overall professional experience. We got married in 2011 and she moved to USA on H4. She did not try for a job in the first year, but started looking in second year and unfortunately no one would hire her because she did not have an active work visa, and finally when an employer was ready to sponsor and hire her, she did not cut the lottery and it’s a dead end. She is depressed, having all the right skills she is unable to work and just sit at home as a home-maker.
 
I understand that visa and immigration is not a “right” but a “privilege” and a non-immigrant can’t question the process, but with all due respect some policies really need to be reviewed and rewritten, H4 category being one of them; Currently, what good an H4 visa holder is helping this country apart from being legally present (talking purely in professional terms and not personal)? Here we have extremely skilled (mostly) people coming to this country on H4 visas leaving their careers to be with their loved ones, just to sit idle at home. 

Here are the Pros with this regulation:
• H4’s will immediately start contributing to Medicare and Social Security which are severely under contributed with the current employment rate.
      o According to Social Security Administration, Social Security reserves will be depleted by year 2033 
         ( http://www.ssa.gov/oact/trsum/ ) .
      o According to Center for Medicare & Medicaid services, Medicare funds will be depleted by year 2026 
         ( http://downloads.cms.gov/files/TR2013.pdf  see page 12).
• H4’s will start contributing to Federal and State taxes and I don’t think I have to mention the advantages of more taxes to the government.
• With earning power comes the spending power - H4’s can fuel the economic engine by spending on purchasing the cars, houses, other properties, investments, 401K, shopping, vacationing etc.,
• Instead of bringing highly skilled workers through H1B program, the skilled workers are right here in the country; this would reduce the pressure on the H1B program (which has its own set of flaws and drawbacks).
• This regulation would definitely reduce the “reverse brain drain”. There are few families who went back to their country, just because the spouse cannot work.

There is an argument that this regulation would marginalize opportunities for Americans, I respectfully disagree with that argument; in this competitive world everyone has to go through an interview process, and just because the aspirant is from a certain nationality doesn't guarantee the job.

Finally, this regulation would have some possible loop-holes if implemented:
•	Indian software consulting companies and Consulting/Staffing companies in The USA are utterly notorious in abusing H1B visas and US immigration system, and this regulation would definitely open a new door of exploitation. 
     o The companies are infamous for paying lowest dollar to their employees, job starved H4’s would fall as easy prey.
     o With the recent tight restrictions and competition for H1B visas, consulting companies are visa deprived; this regulation would open new opportunities for the companies to misuse the workforce.
     o The companies could hire an H4 for a skilled job without proper interview process and underpay the incumbent - in other words they can hire any tom-dick-harry for a skilled job, because no one is watching them (supposedly).
     o Just because the primary H1B is working in their company, they can allure the respective H4 to join the same company and in the due process they can bargain the salary below market rate.
     o The companies could bring in H1B’s to the country with false promises of EAD for H4. And most of the first-timers have no idea about the rules.
I request you to keep some sort of regulatory control on this EAD process and companies like these. 

All in all this is a great regulation for the skilled H4’s to pursuit their American Dream. 

Thanks for taking this up!",0,0,2014-07-08T00:00:00-04:00
"Thanks a lot for considering to provide EAD for H4 dependent spouses and I strongly support this rule! 

I came to this country in 2005 on H1-B with my spouse. My spouse had a bachelor's degree in Food Science at that time with 4 years of work experience. Since she was on H4 at that time, she was unable to work and build her carrier in US. Instead of sitting idle at home, she went ahead and pursued a Master's degree in Food Science here in US. Because of the Master's education in US, she was able to migrate from H4 to F1 visa for the duration of time she studied and built up additional work experience by leveraging the OPT/CPT options in F1 visa. However, after she was done with her Master's, getting a H1-B was very difficult in the Food Science domain and hence she had to get back to H4 visa. Now she has been unable to utilize her skills and contribute to this economy for the past 5 years on a H4 visa due to lack of work authorization.  My permanent residency has been filed in EB-3 category 6 years back and based on the recent progress, it might still take several years for us to get a green card. We love this country and do not want to look for other opportunities outside. 

There are several other qualified individuals on H4 visa that I am aware of, and are wasting their skills because of the lack of EAD. This rule will help individuals like my wife and others to pursue their carriers in this land of opportunity and feel good about giving back to the community. 
 
Please make this rule as Final!",0,0,2014-05-14T00:00:00-04:00
"I support the proposed rule for granting EAD for dependent Spouses (H4 holders)  of h1 visa holders. This is welcoming move by the Home Land security. There are lot of talented folks who are sitting idle at homes and this move will allow employers to utilize the unseen talented pool, to be utilized. Hoping the proposal gets converted into the rule sooner. ",0,0,2014-05-28T00:00:00-04:00
"VERY GOOD RULE AND I SUPPORT IT. Many Americans feel that adding these 100,000 people to workforce will reduce their chances of getting jobs which is incorrect. I would like to point out that the H1 spouses who qualify for this rule generally take the jobs which either the Americans do not want or do not have the expertise to do it. In such cases those jobs will obviously land offshore to India, China or some other country. This way the American economy will not get any benefits and will even loose on that revenue and taxes.
Also the H1 spouses who qualify for this rule will as it is be eligible to work in 2-3 years when the I-485 is applied, however by bringing this law now these families will have a sense of stability and start investing/spending their savings on homes, equity, cars etc. which will further boost the economy. Currently, since the H1 spouses cannot work there is less stability for these families and hence most of the savings of H1 employees is invested back in their home countries and U.S. looses that money completely. Hence this law needs to be implemented asap.",0,0,2014-06-03T00:00:00-04:00
"I strongly support providing EAD for H4 visa holders (with the given criteria).

My wife is on H4 visa since past 5 years and we have had to go through a lot of financial and mental pressure due to her inability to work and earn her own living here in the united states.

She came here with a notion that America is the land of opportunities and she is being denied that just because she decided to marry an H1-B visa holder (a person she loved). This is totally unfair and will even deteriorate me from staying in the US for a long period of time. No one wants their life partners to suffer mentally due to their inability to earn their own living and freedom just because of the fact that they are on a certain ""Status"".

I don't think I need to reiterate the economical advantages this law can have. There will be more tax paying workers, more high skilled jobs will be filled by people who deserve it. This law will in no way endanger the jobs for US citizens.

My humble request to the administration is to consider this proposal and enforce it as soon as possible so that high skilled workers who have been forced to stay at home (kind of imprisonment) can earn their freedom and realize what a great nation America is !",0,0,2014-07-08T00:00:00-04:00
"Dear US Government,

I support work authorization for holders of H-4 visa, because it will boost the US economy for the following reasons:
* Skilled spouses - many of them are STEM graduates and require no training.
* Must pay income taxes, social security etc boosting the budget of the US govt to spend on matters critical to continued prosperity of US
* More spending power to the family - directly boosts the US consumer spending and the economy
* Lowering in domestic abuse cases as spouses earnings can restore balance of power
* Restoration of self esteem, belonging and consequent mental well being to the spouses of H1 B visa holders.  

Please grant work authorization to the spouses who are willing to work very hard and the restore the prowess of this great country. Amen!",0,0,2014-05-13T00:00:00-04:00
This is a great rule for H4 visa holders. Please pass this asap.,0,0,2014-05-20T00:00:00-04:00
"Most of H-4 dependent visa holders are women in their twenties and in almost all cases they hold professional degrees of their own and very much would like to persue their dream careers. The present system forces them to take full time stay home wife status, sacrificing their professional career for living with their spouses. Education and aquired skills outdate by the time they receive green card after 10 or 20 years of wait, which leads professional failure haunting throughout their life. Many times this situation leads to boredom and eventual depression leading to personal and family problems. Without an opportunity to work and persue professional careers spouses are forced in to mental and emotional stresses. H4 status in the present form forces these young bright women with good education and skills to giveup their dream and stay home, for which they worked hard to acquire skills and invested money and time to go to school. Eventually families with these problems leave the country and go to places where both husband and wife can work and persue their own professional careers.",0,0,2014-06-16T00:00:00-04:00
"I am writing to support this rule and speak from behalf on thousands of H1B’s spouse holders who are ineligible to work in US due to the current law that prohibits them.Given the nature of this law, it is vital that this law to be passed and allow spouses of H1B holders to work. These are spouses with some highly advanced degrees and rich work experience that can bring a lot on the table.US has been and will be a land of opportunity and it sure shouldn't be restricted to handful of people, everyone deserves a chance.
",0,0,2014-07-14T00:00:00-04:00
"A big THANK YOU! to the president of United States of American and to DHS, finally someone has realized the plight of H-4 spouses. Even though this is not a job but a fair chance to find one after 6+ years on h-4. It is a welcomed step towards providing fair opportunity.

Many people who have commented here do not realize that American is a country of immigrants and if America wants to be competitive it needs to attract best talent from where even in the world. In this global economy where America and American companies are selling their products and services around the globe, America cannot just close their doors. Fairness and common sense of justice prevails in this country ( e.g. judiciary system) and that I believe is one of the strongest plus point that will keep American in the right direction. Also people making comments in here need to realize that this is just giving opportunity to the H-4 spouses after legally staying in this country for 6+ years. It does not guarantees any job and many of them may not be able to find a job in this environment because of not being in the system for all these years. This just gives them a fair opportunity to work if they would like to and are able to find a befitting job.

My other request would be to make all priority dates current after an individual has been in the process for x years, this will help all individuals stuck in the green card process for years to at least get EAD. EAD will give then freedom to move to other companies and not get exploited. Moving from one company to other between the green card process is a complex procedure.
",0,0,2014-05-20T00:00:00-04:00
"In us H4 Visa holders who are highly skilled are sitting Idle without work and it will be a difficult task for them to compromise their careers. This rule will give a nice opportunity to present their skills, which will benefit any organization And it will americas growth with different talented people.The passing of this rule will be beneficial to both the country and the families. It will help in retaining skilled people which will definitely work in favor of the economy and future of this great country. This rule should NOT be seen as damaging the prospects of American citizens in finding a job. Please bring this proposed law into action.
I strongly support this rule of EAD to H4's.
 ",0,0,2014-06-17T00:00:00-04:00
"Issuing 
1. 80% H1B Visa to Offshoring companies and 
2. EB1C Green Card approval in lightning speed of 3 months for the fake International managers 

for Offshoring Companies like Tata, Cognizant, Infosys, Wipro 

What else you do other than focused in issuing visas for the sole aim of collecting fees and making few attorneys rich...
Introspect you job duties....DONT MAKE MIDDLE CLASS suffer and encourage shipping jobs to India, China...


",0,0,2014-07-08T00:00:00-04:00
"This is great news for  H4 visa holders.Currently H4 Visa holders who are highly skilled are sitting Idle without work and it will be a difficult task for them to compromise their careers. This rule will give a nice opportunity to present their skills, which will benefit any organization.
The passing of this rule will be beneficial to both the country and the families. It will help in retaining skilled people which will definitely work in favor of the economy and future of this great country. This rule should NOT be seen as damaging the prospects of American citizens in finding a job. Please bring this proposed law into action.
I strongly support this rule of EAD to H4's.",0,0,2014-06-17T00:00:00-04:00
"I take this opportunity to thank USCIS for this law making process. This is a rule which will help a lot of families who are waiting for the back logged green card to be granted. Also the granting EAD can help a lot of youngsters on H4 visa who are finishing their studies and pursuing a career in the US.  This can only help boosting the economy and more contribution towards tax.  A lot of capable and intelligent professionals leave the US because it's difficult to support a family with a single person earning.  
Also If other visa holders (L1, L2)  can have their dependent working, who presumably are more in number than H4 visa holders, I believe that H4 visa holders should have the opportunity to work.  The law is explained perfectly and an approved I 140 which indicates eligibility for green card is the correct juncture to provide EAD to H4 holders. Hoping and praying towards this law being passed.",0,0,2014-07-08T00:00:00-04:00
"Please DO NOT provide Employment authorization for H4.

This will be another loop hole in immigration system.Just like providing Employment authorization for L2 visa(L1 dependents)

There are so many restrictions on H1 and L1 visa in order to make sure that US jobs are not lost or displaced, but by providing employment authorization to spouses don't you think that you are contradicting your own statement ?

As a H1 or L1 holder  I can only work on certain high skill fields that support these visas but if you grant EAD to spouses they will be able to work in any field even in 7/11 or Dunkin donuts or computers etc . there won't be any restrictions.

if you are granting EAD to H1 spouses don't you think you should impose same kind of restrictions that H1 visa holders have ?

Lot of citizens will lose their jobs as these people will bring down the pay rate.

I am on H1 visa myself and I am totally against this.

Please DO NOT provide Employment authorization for H4 or L2.
Please DO NOT provide Employment authorization for H4 or L2.
Please DO NOT provide Employment authorization for H4 or L2.
Please DO NOT provide Employment authorization for H4 or L2.
Please DO NOT provide Employment authorization for H4 or L2.
",0,0,2014-05-16T00:00:00-04:00
Highly skilled non-immigrant workers who move to the US on temporary work visas like the H1-B usually bring their families on dependent visas like H4. The spouses of these workers are usually equally well educated and skilled. Currently this half of the immigrant population are a drain on the US economy as they are unable to contribute to its growth despite being skilled and capable of doing so. Also it is ethically and morally unfair to ask these dependent spouses to choose between family (coming to the US) or career (staying back home away from their spouses). This usually ends in severe damage to the careers of these dependents which leads to many financial problems for these families as well as social problems for these dependents who lose their financial independence.,0,0,2014-06-06T00:00:00-04:00
"I SUPPORT the proposed rule.  I employ an Indian national under a H-1B Visa.  His wife has a masters degree in speech pathology--a field that has high demand, even here in Michigan.  It is a shame that she cannot put her high skills to work and that jobs go unfilled.",0,0,2014-07-08T00:00:00-04:00
"Hi,

I am on H1B visa. My Wife has bachelor degree in Pharmacy.

 So  1) WIll She eligible to work in US if this proposed rule applied ? 
  
       2) If 1) answer is yes than 

                 A) Is there any employer required to get work permit  ? 
     
                 B) Any restriction on job profile ? i.e She can work in any field ? ",0,0,2014-05-19T00:00:00-04:00
I am strongly supporting this rule. I am the person who is suffering because of this H-4 visa. I have 2 masters and still unemployed because of H-4 restrictions. My husband can't go because of work and I can work because of visa. It's very hard to keep telling myself that one day I will be independent. Every day the feeling of wasting my education and talent is breaking me brick by brick. ,0,0,2014-07-10T00:00:00-04:00
"I strongly support this proposal. Actually me and my wife both have Masters degree in Science field. We have obtained our Master degree from USA. I am on H1-B visa so I can work but my wife is on H4 Visa as my dependent. In this case, even if my wife is well educated in Science field she is not able to work due to H4 Visa restrictions. This is very demotivating for many of us who face the same situation. There are many cases I have seen where both husband and wife went back to home country due to this restriction.

If this proposal gets approved, it will be beneficial for USA too as they will get more skilled workers and attracts talents all over the world and it can complete with other big economies when it comes to STEM field.",0,0,2014-05-22T00:00:00-04:00
"I Strongly support this bill as it gives H4B Visa holders who themselves a lot of time holding advanced degrees get opportunity to work freely without constraints of full time job or under thumb of one employer or babysitting at home and wasting their talent. It also helps to contribute to their spouses income, thereby reducing their burden and spend more which in turn helps economy. In US it is very difficult to run a house on single income with family. A lot of time H1B visa workers therefore don't buy houses, or spend on any luxury. With H4B working they also add to workforce, increases revenue of government in various taxes. Few people oppose such bill thinking they work for less and displace others' jobs specially some comments by IT professionals, but they are not true as a lot H4B workers could be non IT like Nurses, MBAs, Accountants, Doctors, Lawyers etc. can't judge by 1 or 2 examples. Many healthcare facilities, small businesses, face severe shortage of skilled workers who can't afford full time workers and can use their help.",0,0,2014-07-14T00:00:00-04:00
